"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1936951382780596726","Mon Jun 23 00:56:11 +0000 2025","0","Stop bombing in Gaza &amp; Iran! Stop arming militarism &amp; war! Away with fascism &amp; capitalism! Tehran Fordow Hormuz Israel Tel Aviv Netanyahu Zionist Middle East Lebanon Syria Yemen Irak Germany Italy France England Europe EU America Amerika US Trump NATO Russia China WWIII Breaking","1936951382780596726","","","in","","0","1","0","https://x.com/undefined/status/1936951382780596726","2931021585",
"1936947771078308193","Mon Jun 23 00:41:50 +0000 2025","1","Iran-Israel-USA war #WorldWar3 https://t.co/ik6CUigVbY","1936947771078308193","https://pbs.twimg.com/ext_tw_video_thumb/1936947719697756160/pu/img/CPymf09AUsivO15N.jpg","","in","","0","0","0","https://x.com/undefined/status/1936947771078308193","1451383159614894080",
"1936938578438737990","Mon Jun 23 00:05:18 +0000 2025","0","Stop bombing in Gaza &amp; Iran! Stop arming militarism &amp; war! Away with fascism &amp; capitalism! Tehran Fordow Hormuz Israel Tel Aviv Netanyahu Zionist Middle East Lebanon Syria Yemen Irak Germany Italy France England Europe EU America Amerika US Trump NATO Russia China WWIII Breaking","1936938578438737990","","","in","","0","0","0","https://x.com/undefined/status/1936938578438737990","2931021585",
"1936933246396231811","Sun Jun 22 23:44:07 +0000 2025","0","Iran Israel war - Wikipedia https://t.co/wsGCFjmppo","1936933246396231811","","","in","","0","0","0","https://x.com/undefined/status/1936933246396231811","1770562694724149248",
"1936926217225290011","Sun Jun 22 23:31:56 +0000 2025","0","Ini semua punya menyebabkan kilang tutup kedai tutup . Pemberhentian pekerja dalam pelbagai sektor . Usahawan akan tutup kedai. Produk barang dan makanan tak mampu nak tanggung kos semasa akibat perang iran 🇮🇷 dan israel 🇮🇱. Akhirnya world war III . Duduk bunker jela makan","1936930183472460261","","abrahamovicle","in","","0","1","0","https://x.com/undefined/status/1936930183472460261","1595122243553857538",
"1936703493810672078","Sun Jun 22 23:20:46 +0000 2025","1","@Politicx2029 Abe chomu israel n iran ka war chl rha india ne koi side nhi liya US ne Iran pe bombing ki india ne koi help nhi kri USA ki bsdk ek baat bta yeh sb countries ld rhi isme modi ji kaha se aaye lodu dance bar me paisa udaane k baad teko sdma lga he ki kis chinaar pe udaya.","1936927370545451519","","Politicx2029","in","","0","0","0","https://x.com/undefined/status/1936927370545451519","321889433",
"1936925697483866571","Sun Jun 22 23:14:07 +0000 2025","0","Stop bombing in Gaza &amp; Iran! Stop arming militarism &amp; war! Away with fascism&amp;capitalism! Tehran Fordow Hormuz Israel Tel Aviv Netanyahu Ziyonist Middle East Lebanon Syria Yemen Irak Germany Italy France England Europe EU America Amerika US Trump NATO Russia China WWIII Breaking","1936925697483866571","","","in","","0","0","0","https://x.com/undefined/status/1936925697483866571","2931021585",
"1936899756057317884","Sun Jun 22 22:29:08 +0000 2025","0","@Kathy4Truth Anti war in Iran = antisemitism? #trump #maga #iran #israel #palestine #shorts #meme https://t.co/9lGeeSKANd","1936914377719853467","","disabledcowboy","in","","0","0","0","https://x.com/undefined/status/1936914377719853467","55864870",
"1936914164326265294","Sun Jun 22 22:28:17 +0000 2025","0","#BREAKING Israel-Iran War: Iran Launches Long-Range Khorramshahr Missile #IsraeliranWar #IsraelIranConflict #Israel #Iran #IranIsraelConflict #IranVsIsrael #IranUnderAttack #IranThirdOption #Trump https://t.co/BV15AZVwnR","1936914164326265294","","","in","","0","0","1","https://x.com/undefined/status/1936914164326265294","1837341314221789184",
"1936904167940837829","Sun Jun 22 21:48:34 +0000 2025","1","Stop bombing in Gaza &amp; Iran! Stop arming militarism &amp; war! Away with fascism &amp; capitalism! Tehran Fordow Hormuz Israel Tel Aviv Netanyahu Zionist Middle East Lebanon Syria Yemen Irak Germany Italy France England Europe EU America Amerika US Trump NATO Russia China WWIII Breaking","1936904167940837829","","","in","","0","0","0","https://x.com/undefined/status/1936904167940837829","2931021585",
"1936899342314393712","Sun Jun 22 21:29:23 +0000 2025","0","Israel-Iran War: Iran Launches Long-Range Khorramshahr Missile | BREAKIN... https://t.co/J0cR1jnHKa via @YouTube","1936899342314393712","","","in","","0","0","0","https://x.com/undefined/status/1936899342314393712","1826996615753699328",
"1936893719233573302","Sun Jun 22 21:07:03 +0000 2025","0"," Iran Vs Israel US War Anchor To Rubio: * Aap Ny Kaha K Ayatollah Ny Nuclear Bomb Banany Ka Kabhi Order Nhi Kiya To Phr Attack Kyu? Marco Rubio: * Ye Ek Bewaqofana Sawal Hy * Iran Space Program Kyu Chala Raha Hy Kya Usy Chaand Pr Jana Hy Nhi.. Wo ICBM (Missile) Banan","1936893719233573302","","","in","","0","0","0","https://x.com/undefined/status/1936893719233573302","1827650723204534272",
"1936891933420294206","Sun Jun 22 20:59:57 +0000 2025","12","Iran or israel ka tou nh pta pr humari or garmi ki achi bhhali war chal rahi hy","1936891933420294206","","","in","","0","1","0","https://x.com/undefined/status/1936891933420294206","1352947549158727683",
"1936721293682131386","Sun Jun 22 20:43:16 +0000 2025","0","@Ayesha786Majid @narendramodi @drpezeshkian Many Bhartiya are already there didn t you know tere ghar se shayad koi nhi gya? Iran Israel war hai teri kya ga.d me mirchi lgi hai rah Bharat me shanti se yha jyada garmi mat dikha itni bhari ho toh Palestine ja waha dikha aur jyada ho toh Israel chali jaa yha nhi","1936887735228199292","","Ayesha786Majid","in","","0","0","0","https://x.com/undefined/status/1936887735228199292","1678039420694577153",
"1936876328466497837","Sun Jun 22 19:57:56 +0000 2025","1","BREAKING NEWS! AS serang 3 FASILITAS NUKLIR IRAN &amp; Iran Blokir Selat Hormuz. #CTASaham #saham #IDX #IHSG #BBRI #ANTM #GOTO #PTRO #ENRG #ARCI #ESSA #War #perang #Trump #gold #oil #bitcoin #eth #Iran #Israel #SahamIPO #AstrocycleCTASaham #algoritmactasaham #elliottwavectasaham https://t.co/fy0oISFV2H","1936876328466497837","https://pbs.twimg.com/media/GuEqwJGWMAA2sq6.jpg","","in","","0","0","0","https://x.com/undefined/status/1936876328466497837","85741863",
